   5.2050000e+02  -2.5276170e-02
   5.2200000e+02  -5.8424993e-02
   5.2350000e+02  -5.2573052e-02
   5.2500000e+02  -2.6062485e-02
   5.2650000e+02  -1.1808769e-01
   5.2800000e+02  -5.2631095e-02
   5.2950000e+02  -4.1351481e-02
   5.3100000e+02  -9.1991337e-03
   5.3250000e+02  -8.3366435e-02
   5.3400000e+02  -1.2533341e-02
   5.3550000e+02  -6.2903315e-02
   5.3700000e+02  -6.0180180e-02
   5.3850000e+02  -1.0356864e-01
   5.4000000e+02  -1.2611665e-01
   5.4150000e+02  -3.8870116e-02
   5.4300000e+02  -5.6549842e-02
   5.4450000e+02  -7.4448421e-02
   5.4600000e+02  -3.7886641e-03
   5.4750000e+02  -9.2039708e-02
   5.4900000e+02  -5.5173559e-02
   5.5050000e+02  -1.0043373e-01
   5.5200000e+02  -1.6943804e-01
   5.5350000e+02  -6.4141842e-02
   5.5500000e+02  -1.8673475e-01
   5.5650000e+02  -9.0860056e-02
   5.5800000e+02  -5.9187143e-02
   5.5950000e+02  -8.1035097e-02
   5.6100000e+02  -1.0347759e-01
   5.6250000e+02  -6.5673937e-02
   5.6400000e+02  -1.8212451e-01
   5.6550000e+02  -8.5712699e-02
   5.6700000e+02  -1.2160406e-01
   5.6850000e+02  -1.3426918e-01
   5.7000000e+02  -1.9339075e-01
   5.7150000e+02  -1.1786389e-01
   5.7300000e+02  -2.8710898e-01
   5.7450000e+02  -2.7394469e-01
   5.7600000e+02  -1.8671939e-01
   5.7750000e+02  -1.8919530e-01
   5.7900000e+02  -2.9486254e-01
   5.8050000e+02  -3.7119840e-01
   5.8200000e+02  -2.3267529e-01
   5.8350000e+02  -2.7197355e-01
   5.8500000e+02  -2.7502038e-01
   5.8650000e+02  -3.1052715e-01
   5.8800000e+02  -3.9915721e-01
   5.8950000e+02  -4.2567225e-01
   5.9100000e+02  -5.1902724e-01
   5.9250000e+02  -4.2458439e-01
   5.9400000e+02  -3.9827112e-01
   5.9550000e+02  -3.4637673e-01
   5.9700000e+02  -4.4046506e-01
   5.9850000e+02  -4.1694738e-01
   6.0000000e+02  -3.6636778e-01
   6.0150000e+02  -4.1219020e-01
   6.0300000e+02  -5.2588486e-01
   6.0450000e+02  -4.5810789e-01
   6.0600000e+02  -4.6040812e-01
   6.0750000e+02  -5.2187917e-01
   6.0900000e+02  -5.6642690e-01
   6.1050000e+02  -7.0899557e-01
   6.1200000e+02  -6.5054021e-01
   6.1350000e+02  -5.7198295e-01
   6.1500000e+02  -4.0147360e-01
   6.1650000e+02  -5.2513620e-01
   6.1800000e+02  -5.6355578e-01
   6.1950000e+02  -5.9003919e-01
   6.2100000e+02  -4.2414129e-01
   6.2250000e+02  -4.8936194e-01
   6.2400000e+02  -5.4230465e-01
   6.2550000e+02  -6.5550489e-01
   6.2700000e+02  -5.0934097e-01
   6.2850000e+02  -4.8308319e-01
   6.3000000e+02  -6.0075523e-01
   6.3150000e+02  -6.8369647e-01
   6.3300000e+02  -5.1533219e-01
   6.3450000e+02  -4.8578630e-01
   6.3600000e+02  -6.6381349e-01
   6.3750000e+02  -7.6926321e-01
   6.3900000e+02  -4.7968911e-01
   6.4050000e+02  -7.7202719e-01
   6.4200000e+02  -5.4066136e-01
   6.4350000e+02  -5.6510094e-01
   6.4500000e+02  -4.5652168e-01
   6.4650000e+02  -4.1990227e-01
   6.4800000e+02  -5.3971694e-01
   6.4950000e+02  -9.2382321e-01
   6.5100000e+02  -6.4022397e-01
   6.5250000e+02  -8.2526771e-01
   6.5400000e+02  -5.9661829e-01
   6.5550000e+02  -5.4658709e-01
   6.5700000e+02  -4.2367463e-01
   6.5850000e+02  -7.0764948e-01
   6.6000000e+02  -4.5540134e-01
   6.6150000e+02  -6.7593820e-01
   6.6300000e+02  -6.5886877e-01
   6.6450000e+02  -7.1986349e-01
   6.6600000e+02  -5.6820549e-01
   6.6750000e+02  -6.3942037e-01
   6.6900000e+02  -7.3102366e-01
   6.7050000e+02  -6.1164812e-01
   6.7200000e+02  -6.1725963e-01
   6.7350000e+02  -7.5596374e-01
   6.7500000e+02  -7.6638476e-01
   6.7650000e+02  -7.1230932e-01
   6.7800000e+02  -7.0864433e-01
   6.7950000e+02  -5.3771122e-01
   6.8100000e+02  -7.2429003e-01
   6.8250000e+02  -6.2145637e-01
   6.8400000e+02  -6.3241213e-01
   6.8550000e+02  -9.4955355e-01
   6.8700000e+02  -6.7576312e-01
   6.8850000e+02  -5.8870972e-01
   6.9000000e+02  -9.1143526e-01
   6.9150000e+02  -4.3267943e-01
   6.9300000e+02  -8.5900173e-01
   6.9450000e+02  -7.9876532e-01
   6.9600000e+02  -6.9314718e-01
   6.9750000e+02  -8.8657395e-01
   6.9900000e+02  -7.9682606e-01
   7.0050000e+02  -5.0252682e-01
   7.0200000e+02  -4.7167023e-01
   7.0350000e+02  -7.8010883e-01
   7.0500000e+02  -6.6684306e-01
   7.0650000e+02  -5.7834792e-01
   7.0800000e+02  -7.8745221e-01
   7.0950000e+02  -6.1569562e-01
   7.1100000e+02  -8.9676018e-01
   7.1250000e+02  -7.0773787e-01
   7.1400000e+02  -6.7256696e-01
   7.1550000e+02  -6.2184125e-01
   7.1700000e+02  -8.6576115e-01
   7.1850000e+02  -5.5775402e-01
   7.2000000e+02  -8.0266840e-01


